feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
PRKRIR	0.8559	1.0666	0.1297	0.5119	0.3351	0.1559	0.3444	0.7166	0.2974	0.2407	0.4854	0.8584	1.8654	0.9282	0.6879	0.3423	0.395	0.6686	1.6223	0.6511
PRKX	3.3076	1.6535	2.7657	0.81	1.5836	0.9701	0.2662	0.6548	3.0894	2.7657	1.0932	0.2479	0.754	1.7183	2.523	0.472	0.614	1.0863	1.8532	1.0907
PRKY	2.9976	1.5547	2.6099	1.2288	1.8267	1.2527	0.9276	1.7961	3.4368	2.8311	1.1453	1.2675	0.9082	2.4926	3.2126	1.0285	1.0838	1.8242	1.2745	1.1595
PRL	0.3529	0.799	0.6106	0.8131	1.9156	0.4363	0.6105	1.0875	1.4944	0.6556	1.0006	0.9339	0.6544	0.976	0.6273	0.5144	0.9526	0.4334	0.8971	0.3647
PRLH	0.5787	0.674	0.3486	0.4114	0.4889	0.425	0.8813	0.7019	0.7219	0.3186	0.3854	0.6695	0.481	1.2092	0.2665	0.7736	1.3816	0.5205	0.5326	0.6575
PRLHR	0.5282	0.7835	0.9574	1.1363	0.9286	1.8687	1.1699	1.9076	0.87	1.009	0.9832	1.9252	0.4111	2.0259	0.9181	1.3999	1.9287	1.2098	1.4162	0.7808
PRLR	0.0723	2.4225	0.5927	0.1259	0.2676	0.2785	0.1502	0.659	0.3427	0.8374	0.1491	0.3811	0.2019	0.4581	1.4554	1.3801	1.6585	0.1325	0.1202	0.0897
PRM1	0.4822	0.4302	0.4426	0.6823	0.3923	0.8791	0.8794	0.7157	0.5195	0.4359	0.7155	0.4217	0.5489	0.9052	0.264	0.4953	1.4991	0.6835	0.4654	0.4325
PRM2	1.0853	1.2134	0.9693	0.9507	0.7718	1.308	1.2659	0.9088	1.0576	1.16	0.9965	1.1145	0.8801	1.4874	0.5903	1.7338	1.6387	0.9846	1.3186	0.9332
PRM3	1.0972	1.2938	2.1001	0.6934	1.0077	1.7408	1.1424	1.7168	1.9737	1.5888	1.2834	2.0294	1.0348	1.7453	1.1685	1.9733	1.8997	2.1182	1.4225	1.4854
PRMT1	0.2094	0.6244	0.2744	0.0464	0.1312	0.1019	0.1629	0.1464	0.1664	0.2427	0.402	0.2946	0.1481	0.0723	0.1293	0.3997	0.0767	0.1514	0.0774	0.5709
PRMT2	0.9588	0.3638	0.6129	0.3262	0.7068	0.5528	1.1602	1.1026	1.5423	0.9487	0.5127	0.4031	0.5167	0.2473	0.761	1.2315	1.2809	0.8405	0.3349	1.5827
PRMT3	0.8776	1.1101	0.4569	0.1743	0.4834	0.033	0.2623	0.271	0.2874	1.3418	0.9167	0.8029	0.3505	0.9879	1.7638	0.4062	0.3647	0.2685	0.6776	1.181
PRMT5	0.0972	0.1278	0.0544	0.1642	0.2205	0.0562	0.205	0.1674	0.215	0.1722	0.2227	0.6315	0.4506	0.1674	0.145	0.3939	0.072	0.4913	0.8482	0.396
PRMT6	0.3285	0.1331	0.8104	0.5763	0.9402	0.0448	0.4194	1.1001	0.2653	0.6341	0.4354	0.1728	0.3352	0.2569	0.4357	0.0593	0.8665	0.2766	0.1868	0.2347
PRMT7	0.1255	0.1101	0.102	0.9822	0.2537	0.1621	0.1855	0.3759	0.197	0.1141	0.1185	0.3808	0.1156	0.2397	0.1191	0.2108	0.4232	0.2652	0.1072	0.1158
PRMT8	0.5569	0.4269	1.0411	0.4718	1.465	1.7243	0.6721	1.0319	0.6568	0.941	0.4179	3.9856	0.5916	1.0129	0.8267	0.6259	0.9932	0.7934	0.4308	0.4112
PRND	1.7456	2.5314	1.3254	0.5304	0.4266	0.8073	0.9273	1.4075	1.4302	0.7081	1.162	1.1123	1.5455	1.3624	1.0842	1.0928	1.5254	0.6119	0.409	0.9054
PRNP	0.7486	1.677	1.4487	0.7443	0.6566	0.801	0.917	1.0011	0.8767	0.6167	1.9949	3.1335	1.3032	0.3401	0.8422	2.9228	0.4525	1.7599	2.4225	1.4437
PRNPIP	0.3442	0.4484	0.2931	1.65	0.2428	0.5471	0.181	0.5294	0.4835	1.0549	1.2021	1.0117	0.3403	0.4634	0.3007	0.2325	0.23	1.227	0.1958	0.7929
PRNT	1.22	0.5387	1.2659	1.1133	1.2527	0.7966	0.7038	1.0494	0.6442	0.9468	0.4681	0.8988	1.1407	1.1368	0.3678	0.5766	0.9392	0.9877	1.3672	1.5324
PRO0132	0.1343	0.3236	0.307	0.3358	0.2083	0.7064	0.6138	0.2815	0.4757	0.3397	1.6147	0.3847	0.1226	0.9535	0.3664	1.8742	1.5582	0.2764	0.3567	0.1254
PRO0478	0.3408	0.1683	0.1107	0.5127	0.1509	1.0885	0.043	0.0936	0.0745	0.0804	0.0949	0.1936	0.0621	0.1512	0.1193	0.0818	0.2197	0.1578	0.1512	0.1156
PRO1768	0.6831	0.6054	1.1065	0.1939	1.5095	1.0094	0.905	1.0224	1.6839	0.4491	0.4119	0.3319	0.223	0.2666	1.104	0.3831	0.6548	0.6277	1.4587	1.2485
PRO2012	1.0145	0.885	0.8248	1.0434	1.0205	0.8232	1.1701	1.1754	1.7638	1.0387	1.0588	0.9315	1.2572	1.1797	0.7882	0.3524	1.2115	1.0301	0.6594	0.5719
PROC	0.0139	0.011	0.0106	0.0206	0.0176	0.0285	0.0364	0.0228	0.0333	0.0128	0.0231	0.0979	0.0155	0.0284	0.0079	0.0263	0.2675	0.0091	0.0098	0.0087
PROCA1	0.0376	0.0403	0.0334	0.0232	0.1613	0.1036	0.0371	0.0219	0.0605	0.0185	0.0246	0.0438	0.2097	0.0475	0.2531	0.0209	0.0412	0.0379	0.0401	0.0302
PROCR	0.4676	0.2488	0.4517	0.533	2.3689	0.545	0.8971	0.7565	1.9604	0.7395	0.2241	2.0095	1.68	1.3439	0.1631	0.7132	1.0751	0.2625	1.7395	0.9959
PRODH	0.5851	0.936	1.7319	1.9442	3.2894	3.3596	1.1797	0.7032	2.1592	2.6926	0.1208	0.1623	0.8153	2.4099	1.3834	1.5231	0.3742	1.9148	1.4506	1.8482
PRODH2	0.0186	0.02	0.0114	0.0104	0.0224	0.0151	0.0273	0.02	0.0251	0.0175	0.0161	0.0198	0.0106	0.0227	0.01	0.0177	0.0221	0.0278	0.0149	0.0197
PROK1	0.5635	0.8414	0.891	1.1458	1.3218	0.8821	0.5871	1.0852	1.3681	0.6956	1.2313	0.9566	0.9552	0.5816	0.7397	0.4615	1.2202	0.6983	0.7281	0.7595
PROK2	0.6612	2.8641	1.5179	2.4913	2.3785	0.7198	2.3382	2.6552	0.4436	1.9966	4.8824	1.5502	2.9797	0.8227	2.3653	0.9137	1.3683	1.4054	1.8525	2.0969
PROKR1	0.8334	1.2101	0.9531	1.0395	0.995	2.1159	1.1699	1.7773	1.3472	1.6381	0.8636	1.1858	0.8346	2.3695	1.303	1.609	3.3169	1.9533	1.5673	1.3161
PROKR2	0.8295	1.4222	0.8324	0.6044	1.0739	0.9204	1.2685	0.9512	1.3279	1.2221	1.2476	0.9983	0.69	1.7037	0.4269	1.3454	2.208	1.1867	1.2025	1.2301
PROL1	0.902	1.2147	0.7455	0.5403	0.6592	0.5375	0.8226	1.1306	0.6566	0.995	1.3356	1.0897	0.746	1.1368	1.1347	1.3635	0.6218	1.0774	1.1374	0.8751
PROM1	0.014	0.0095	2.972	0.249	0.0499	2.7393	0.3142	0.2093	0.0251	0.0154	0.0428	0.0123	0.0392	0.1309	2.5955	0.0455	1.019	0.0214	0.0194	2.803
PROM2	2.392	2.3594	3.0284	3.1452	2.0375	2.2905	3.9241	3.2759	3.5771	2.1029	4.2425	2.677	3.2715	1.9229	2.9699	3.3107	0.185	2.6153	0.5576	2.3671
PROP1	1.5901	1.6289	1.4802	1.0009	1.0777	1.4731	1.1162	1.2887	1.8723	1.8514	1.5468	1.783	1.4314	2.3907	1.6232	1.7316	2.6536	1.6226	1.3115	1.4081
PROS1	1.1226	0.2593	2.0874	1.7505	1.7707	0.4827	1.1173	1.1219	1.1625	2.168	0.832	0.6943	1.2527	0.4291	1.8393	0.569	2.8011	0.8624	1.2045	2.2412
PROSC	0.3108	1.1774	1.8622	2.2883	2.613	0.4269	1.2511	0.988	0.7882	0.6425	2.6023	0.5893	0.8029	0.5587	0.9545	1.4114	0.264	2.9797	0.9302	2.054
PROX1	0.8326	2.0544	0.2718	0.2777	0.0689	0.1142	0.3035	0.3936	0.1574	0.443	0.2002	0.2805	0.0262	0.3043	0.0673	0.0159	2.2551	0.1651	0.2208	0.0516
PROZ	0.0928	0.0856	0.0672	0.0378	0.1132	0.1115	0.1301	0.1102	0.1361	0.1543	0.053	0.1234	0.0753	0.3469	0.0292	0.2277	1.6001	0.1151	0.0316	0.1274
PRPF18	0.988	1.2791	1.1538	1.0518	2.4257	0.9639	1.9399	1.7405	2.0192	1.2803	1.8734	0.8681	2.3011	1.6603	1.674	1.2964	0.6139	1.1332	1.4929	1.1799
PRPF19	0.0437	0.0712	0.0654	0.0173	0.1125	0.0485	0.2174	0.0662	0.1253	0.0456	0.0655	0.0521	0.0625	0.2408	0.1161	0.0739	0.1262	0.0529	0.0337	0.0707
PRPF3	0.4727	0.5412	0.1942	0.7093	0.2499	0.48	0.1082	0.3923	1.018	0.3138	0.3771	0.3849	0.3745	0.6318	0.6973	0.3628	0.1921	0.5262	0.1681	0.4998
PRPF31	0.9813	0.5771	0.8798	1.2989	0.5791	0.332	0.3984	0.2213	0.758	0.4937	0.9336	0.7065	0.2457	0.0888	0.1228	0.651	0.2149	0.2204	0.5483	0.461
PRPF38A	0.1062	0.1739	0.0987	0.3321	0.0955	0.1098	0.2765	0.3029	0.5286	0.364	0.3228	0.1333	0.2117	0.1685	0.2745	0.3111	0.1244	0.3768	0.1038	0.3864
PRPF38B	0.2769	0.3063	0.1176	0.3984	0.2386	0.3408	0.2034	0.2571	0.2791	0.3496	0.3671	0.3219	0.2391	0.2239	0.1452	0.2655	0.6473	0.5075	0.3152	0.1505
PRPF39	0.4841	0.4015	0.1206	0.2116	0.1623	0.2394	0.11	0.5287	0.3777	0.2318	0.3357	0.5992	0.2913	0.3073	0.6145	0.0778	1.1541	0.6321	0.5945	0.6537
PRPF4	1.2313	0.5332	0.9973	0.1536	0.2551	0.3396	0.3161	0.3384	0.7105	0.7867	0.236	0.8608	0.1096	1.2874	0.9333	0.2163	0.8288	1.606	0.9159	0.9177
PRPF40A	0.7808	0.5688	0.338	1.2154	0.5322	0.7304	0.2316	0.4243	0.3024	0.2682	0.2823	0.4717	0.3426	0.1227	0.3593	0.1314	0.2023	0.6732	0.5145	0.6146
PRPF4B	0.3892	0.2496	0.0424	0.1421	0.1436	0.0609	0.0811	0.2265	0.0601	0.1272	0.2743	0.1022	0.1085	0.0883	0.2128	0.0386	0.1063	0.1718	0.1621	0.1773
PRPF6	0.3626	0.1373	0.0902	0.4557	0.6747	0.6656	0.108	0.0929	0.3616	0.1389	0.2947	0.2724	0.0944	0.0903	0.168	0.3062	0.739	0.8317	0.1078	0.3243
PRPF8	0.4088	0.2815	0.3823	0.3705	0.1549	0.4895	0.0425	0.0385	0.0643	0.0968	0.0966	0.2953	0.0721	0.0755	0.0506	0.1408	0.2149	0.1219	0.1168	0.0691
PRPH	1.6037	0.1817	1.7931	0.2054	0.4661	0.1733	0.5417	0.4807	0.8331	0.3131	0.2261	0.2679	1.6961	0.5778	0.1934	1.1663	0.3913	0.1933	1.3014	0.4752
PRPH2	1.9553	3.1374	1.6361	2.9666	4.6637	2.7765	2.588	2.3822	2.1442	1.3954	4.2583	1.9581	4.0069	1.5729	3.1756	3.7764	1.1316	1.8525	3.7078	3.6223
PRPS1	0.0894	0.068	0.1772	0.0641	0.1158	0.1557	0.0735	0.1431	0.181	0.2108	0.1475	0.3835	0.3182	0.1908	0.143	0.0787	0.0205	0.1404	0.0856	0.1336
PRPS1L1	0.0999	0.0686	0.1261	0.0437	0.1383	0.0596	0.3473	0.2093	0.4604	0.415	0.3288	0.3732	0.6754	0.2328	0.2152	0.2521	0.0631	0.1695	0.0909	0.3572
PRPS2	0.9778	0.6384	1.8152	0.7124	1.3852	0.2238	2.1452	2.4068	2.6183	1.8517	1.9974	0.6158	1.7224	1.7325	1.5014	0.8142	0.4668	1.7218	1.3633	1.6381
PRPSAP1	1.8691	0.8121	0.9918	0.3228	1.4413	0.0757	0.3237	1.053	0.795	0.5622	0.3014	0.0909	0.2656	0.71	1.3203	0.4913	0.8951	0.2478	1.1198	0.4697
PRPSAP2	0.715	0.5828	1.624	0.2412	0.5351	0.1666	2.0379	0.2864	0.7232	0.647	0.3037	0.4662	1.5595	1.2326	1.8734	0.7759	0.3131	0.5531	0.3748	0.5403
PRR10	0.9405	0.6407	0.878	0.8779	0.7063	0.6868	1.4307	1.1548	0.7122	0.5689	0.7712	0.7339	0.4596	0.9814	0.6348	0.86	0.7974	0.7075	1.7294	1.1474
PRR12	0.4031	0.9139	0.7747	0.7753	0.3857	0.3517	0.2363	0.2678	0.3528	0.3773	0.7441	0.1196	0.316	0.2076	0.2894	0.3543	0.4825	0.1155	0.573	0.3177
PRR13	0.9208	1.0372	0.6191	0.7974	1.6079	1.5225	0.5236	0.6141	1.0021	0.4725	0.8459	1.1361	1.583	0.8736	0.8882	1.0078	0.9423	0.9789	0.487	0.8109
PRR14	0.1599	0.6094	0.155	0.4409	2.0735	1.155	0.5067	0.7022	0.2585	0.1999	0.2335	0.4632	0.2532	0.3698	0.2565	0.6471	0.5048	0.4105	0.308	0.2889
PRR15	1.7625	0.0775	2.9125	0.8901	2.1015	2.2696	1.15	2.8104	3.5751	2.5008	0.1971	1.8029	1.9046	3.3924	2.8311	0.1741	2.7586	1.5624	0.8121	2.3798
PRR16	1.521	2.6137	0.6255	2.3564	0.9988	1.1314	2.2439	1.8173	0.3381	2.9666	1.162	2.3932	0.629	0.6967	0.9639	2.3237	0.6396	2.9461	0.804	2.1514
PRR17	0.5549	2.3232	1.4658	0.1525	0.3869	2.2702	0.7018	1.1595	1.0337	1.6346	0.4068	2.1423	0.8433	2.0766	1.2755	0.645	4.1247	2.1313	0.7957	1.7691
PRR18	1.0359	0.6764	0.9657	0.3013	1.0257	0.8922	0.9915	0.9347	0.7349	0.8403	0.7188	0.685	0.5248	1.1699	1.0689	1.5378	1.5017	0.7718	0.7075	1.1538
PRR3	0.4916	0.2228	0.5144	0.4316	0.9077	0.5636	0.7523	0.6103	0.4727	0.5931	0.4097	0.6243	0.1719	0.7442	0.4308	0.8195	0.6759	0.4047	0.5525	0.4101
PRR4	0.1216	0.3284	1.6456	0.2969	0.3253	0.456	0.0871	0.1389	0.034	0.3059	0.2395	1.8661	0.2594	0.2956	0.3442	1.5174	0.4763	0.1717	0.0732	0.1788
PRR5	2.0988	2.3464	2.1709	1.0992	1.2979	2.7819	0.9627	1.5678	1.3861	2.2075	1.6477	2.6632	1.5948	2.7919	2.2188	1.0272	2.6292	3.1169	1.9888	2.2009
PRR6	0.0707	0.0263	0.196	0.0142	0.0223	0.0152	0.1439	0.0184	0.2487	0.0473	0.0196	0.0156	0.0095	0.2866	0.0214	0.0286	0.5185	0.312	0.104	0.0611
PRR7	0.4684	0.3406	1.3422	0.2397	0.5351	2.0049	0.2701	0.607	0.4253	1.0236	0.8236	1.2384	0.8709	1.4323	1.1728	0.3894	1.6456	2.3423	0.6695	0.9312
PRRC1	0.8895	0.3452	0.352	0.7039	0.4975	1.1207	0.153	0.4831	0.4601	0.5112	0.6554	0.3744	0.2928	0.7049	0.3987	0.4619	0.2752	1.1167	0.6784	0.5689
PRRG1	0.3352	0.4782	0.6838	0.6863	0.4231	0.4184	0.6641	0.433	0.929	0.6765	0.8051	1.6912	0.2879	0.2338	0.4154	0.7652	0.1601	0.8914	0.2746	0.9375
PRRG2	2.7454	2.2872	1.9345	2.3731	2.1734	1.7418	2.3	2.4456	2.7533	2.2136	2.9557	2.8631	2.5813	2.507	2.8562	2.5673	1.5274	1.7816	1.5757	2.872
PRRG3	2.9407	1.2697	2.927	1.5428	0.7664	0.9963	1.4554	1.2145	1.7767	2.2029	1.0349	0.7799	0.8925	1.7941	2.6689	1.4197	1.1586	1.2452	1.177	2.8104
PRRG4	2.1461	2.5435	2.7507	2.3073	2.6449	3.0735	1.9133	3.4705	1.33	3.1195	2.8631	3.2656	2.1999	2.7018	3.1081	1.6497	1.6836	2.597	2.5593	2.869
PRRT1	0.401	0.4391	0.884	0.6728	0.6443	2.0584	0.6722	0.8727	0.6556	1.2793	0.1717	0.4497	0.4344	1.5151	0.3475	1.4139	2.0204	0.7455	1.0021	1.3172
PRRT2	0.0303	0.0306	0.016	0.0614	0.0184	0.1047	0.0094	0.0197	0.0113	0.0201	0.0166	0.0252	0.0173	0.0351	0.0321	0.0307	0.0515	0.0176	0.0891	0.0189
PRRT3	0.1555	0.9538	0.4183	0.4811	1.5465	0.4016	0.5508	0.6902	1.2995	0.9475	0.4444	0.1549	0.604	1.2286	0.7567	0.5136	0.2263	0.3783	0.2987	1.282
PRRX1	1.6869	3.3404	0.4198	1.689	1.7249	1.3498	0.7213	1.0728	0.7027	2.149	1.3281	2.5307	0.5458	0.5873	0.5419	2.4872	0.237	0.2571	2.5492	1.4986
PRRX2	0.814	0.3567	2.2412	0.3243	0.0449	0.2749	1.4314	0.3777	0.1421	0.3271	0.2169	1.1904	1.9141	0.5405	1.8904	1.1896	0.1208	1.8432	2.1098	2.3779
PRSS1	0.0078	0.0275	0.0285	0.0102	0.0131	0.014	0.0785	0.0092	0.017	1.1449	0.0337	0.0085	0.0321	0.0147	0.0383	0.1401	3.3262	0.0634	0.018	0.026
PRSS12	1.7638	2.2647	0.118	1.6001	3.4723	0.2158	1.6567	2.3084	1.0208	1.2958	2.2811	0.4188	0.3584	0.1837	1.6065	3.6056	0.1563	2.8217	0.0348	0.3024
PRSS16	2.3534	2.3582	1.6918	2.4359	2.1098	2.1587	2.149	3.3467	1.2751	1.9822	1.2954	2.0969	2.6214	3.0483	2.6038	2.3611	0.4398	2.4758	0.4128	2.4926
PRSS2	0.0202	0.0131	0.0072	0.0037	0.0146	0.0087	0.0788	0.01	0.0242	0.5155	0.0288	0.0074	0.0178	0.0146	0.0408	0.1048	0.6455	0.1142	0.0159	0.0306
PRSS21	0.015	0.0976	0.0543	0.4485	1.5123	0.0423	2.0523	0.9413	0.6135	0.2318	0.0179	0.017	2.66	2.8311	0.3835	0.0332	0.0126	0.0646	0.3541	0.1386
PRSS22	0.9941	1.8753	0.9933	2.4731	3.3215	2.7595	3.5186	3.7009	3.2834	1.968	3.0699	1.4738	3.3596	4.2464	1.8889	3.6035	1.1356	2.717	1.1987	2.8769
PRSS23	0.0323	0.0819	0.0317	0.0284	0.0288	0.0475	0.1874	0.0493	0.1573	0.0178	0.0631	2.0259	0.1405	0.0093	0.0205	0.1092	0.0186	0.0305	0.1435	0.0353
PRSS27	0.1833	0.1736	0.2354	0.4055	0.3489	0.4621	2.507	2.0362	0.6507	0.2905	1.7583	0.9652	0.7415	0.5945	2.3237	0.6653	0.9184	1.8956	0.8107	0.4973
PRSS3	0.0281	0.0373	0.0195	0.0149	0.0855	0.2077	0.3224	0.0444	0.122	0.7987	0.1441	0.0688	0.0607	0.0507	0.2679	0.2523	3.5494	3.4229	0.5211	0.1589
PRSS33	0.0549	0.0869	0.0863	0.0913	0.4044	0.1105	0.6222	0.2968	0.3574	0.1745	0.0917	0.1381	0.0455	0.4902	0.055	0.2223	0.8198	0.1243	0.2063	0.0986
PRSS35	4.4944	0.0894	2.4691	2.2767	0.285	0.5891	1.2361	0.7343	0.274	1.5121	1.1768	0.3754	1.4592	1.0301	0.9445	0.6167	2.4678	0.5787	1.2098	0.3361
PRSS36	0.036	0.0651	0.2233	0.2445	0.1151	0.9149	0.557	0.1851	3.0784	0.4621	0.0834	1.2207	0.1296	1.082	0.178	1.0351	0.1293	3.0796	2.9104	1.1739
PRSS7	0.007	0.0103	0.0152	0.0048	0.0461	0.0104	0.0529	0.0504	0.0408	0.036	0.01	0.0126	0.0156	0.0726	0.0067	0.0366	0.0687	0.0068	0.0132	0.0102
PRSS8	1.2028	1.363	0.4794	1.9632	2.9376	2.0065	1.911	2.763	2.6331	0.6089	1.8354	0.947	1.6085	3.1006	1.3986	2.588	2.8292	1.2041	0.4742	1.6896
PRSSL1	0.3321	0.2084	0.4203	0.2472	0.3962	0.3099	0.7321	0.5264	0.896	0.5816	0.3449	0.1728	1.99	0.8871	0.1569	0.6544	2.3647	0.3904	0.2485	0.3754
PRTFDC1	2.0095	2.2121	1.542	1.4805	2.1631	0.388	2.7221	3.2879	1.8372	3.0078	2.0362	0.5955	2.2691	3.5912	2.6354	3.3775	0.9187	0.082	2.6008	1.0174
PRTG	0.0495	0.0263	0.0262	0.0539	0.0493	0.0982	0.0628	0.0404	0.0607	0.0571	0.0267	0.0516	0.0299	0.0367	0.0585	0.0225	0.6695	0.0491	0.0229	0.0764
PRTN3	0.1956	0.3779	0.3059	0.168	0.3647	0.3095	0.5367	0.6542	0.4197	0.4731	0.3018	0.3207	0.332	0.3972	0.1485	0.7648	1.0021	0.3149	0.3698	0.461
PRUNE	1.4822	1.2328	0.6614	1.0071	1.7944	0.1874	0.7992	1.555	1.5616	0.9605	1.3532	0.6136	0.5712	1.8309	1.164	1.0873	0.3939	1.3366	0.3044	1.0249
PRUNE2	0.4603	0.0232	0.1621	0.4634	0.0357	0.3401	0.1602	0.0652	0.0565	0.0393	0.0277	0.0853	0.0475	0.0805	0.0366	0.0312	0.123	0.0243	0.1686	0.017
PRX	0.9367	0.1651	0.5995	2.3605	0.2324	1.3373	0.3724	0.2287	0.3658	0.2564	0.2658	0.2556	0.2768	0.2733	0.7537	0.637	0.8266	0.6824	0.4893	0.3661
PRY	1.0784	0.777	0.5805	0.6274	1.0121	2.0615	1.786	1.5918	0.9236	0.9717	0.6612	1.0928	0.4739	2.4162	1.683	1.5662	1.7641	3.9241	1.0448	2.2245
PSAP	2.1423	2.2972	1.4648	1.522	2.4087	1.3995	1.634	1.4689	1.7596	1.5727	2.1131	1.8411	2.0149	1.1068	0.8767	0.6883	1.519	2.0306	1.8967	2.1233
PSAPL1	0.4737	0.3259	0.3872	0.7793	0.869	0.3295	0.2519	0.6382	1.3619	0.4936	0.11	0.4878	0.6338	0.4883	0.2622	0.7393	1.0216	0.1286	0.6428	0.1991
PSAT1	0.7137	0.6166	1.4456	0.0121	0.3388	0.1033	0.0262	0.0784	0.1542	0.8727	0.0394	0.0267	0.048	0.1911	1.126	0.0901	0.1871	0.3693	0.2643	1.1541
PSCA	0.1357	0.1517	0.3164	0.1657	0.2143	2.6276	2.9063	4.3112	0.4564	0.1838	1.4916	0.6266	0.8854	2.5993	0.1072	0.6594	0.7047	0.445	0.3589	0.2413
PSCD1	1.4867	1.9031	0.7999	0.8069	0.6011	1.3324	0.2848	0.5509	0.5836	1.2132	1.9888	0.7537	1.2576	0.3527	1.1217	0.467	0.6755	0.5178	1.4396	0.6508
PSCD2	1.6352	1.1142	1.0244	0.2541	1.2141	0.5072	0.9409	0.8513	1.7501	1.3539	2.1089	1.9838	0.8684	0.42	0.2078	1.1669	0.1519	1.0283	0.4873	0.8843
PSCD3	1.0635	0.9725	1.2322	1.3258	1.8365	1.0954	0.7898	0.4569	0.5306	1.809	1.591	1.6623	1.643	0.5364	1.2336	0.546	0.3068	1.1985	2.4295	1.6453
PSCD4	2.582	3.2084	1.6945	1.8539	1.1145	3.0687	1.4232	1.5075	2.0811	2.2167	2.8302	1.701	2.3594	2.4168	1.1254	1.1819	2.7471	1.4361	3.1361	2.0448
PSCDBP	2.9125	3.3759	2.8601	2.8809	0.9032	4.4944	2.7051	2.1461	2.1182	3.3515	2.6827	1.0576	2.6786	2.2805	1.4489	2.9094	3.4351	1.8775	3.0472	3.0296
PSD	0.6632	0.503	0.7587	0.519	0.7332	0.8289	0.6088	0.8338	0.6531	0.6577	0.7536	0.535	1.0126	1.5789	0.5416	1.053	0.6653	0.3304	0.6312	1.2017
PSD2	1.0872	0.1707	0.6087	0.464	0.3483	0.9838	1.0461	0.3841	0.3929	0.2832	0.1907	0.2512	0.2817	0.5485	0.6258	0.5855	0.4677	0.5351	0.3302	0.0958
PSD3	1.3416	2.0924	1.8651	0.6755	0.1787	0.1996	0.2928	0.9465	1.0115	0.9354	0.567	0.1876	0.2807	0.4864	0.2365	0.5707	0.0092	0.4712	1.2062	0.1943
PSD4	0.2292	0.0844	0.1175	0.2649	0.206	1.1604	1.4029	0.3194	0.2642	0.1283	0.3142	0.9523	0.3538	0.2323	0.0894	0.099	0.2384	0.2955	0.0674	0.4379
PSEN1	1.4964	0.7526	0.8373	0.6662	2.1788	0.6281	1.508	1.3974	1.718	0.8708	1.9561	2.326	1.7262	0.3188	1.0047	0.7779	0.6961	1.4316	1.6169	1.5192
PSEN2	1.5313	0.2467	1.2124	0.7793	2.0448	1.2946	0.5552	0.5546	0.4855	0.8775	0.6113	0.502	0.9439	1.2999	0.4891	2.1913	0.4178	0.8971	0.5303	0.9747
PSENEN	1.1203	1.606	1.3657	1.6186	2.2271	3.5319	1.8274	1.9252	1.7408	1.754	1.7985	1.0865	2.2167	2.274	1.8629	1.8539	1.9644	1.8956	0.8681	1.482
PSG1	0.1006	0.1452	0.4645	0.1348	0.1655	0.195	0.2947	1.1898	0.5887	0.4278	0.2778	2.3146	0.2234	0.1621	0.0846	0.359	0.408	0.2784	0.2928	0.0612
PSG11	0.4177	0.5814	0.6104	0.8923	0.4468	0.5975	0.6045	0.8755	0.3536	0.4199	0.5772	0.9061	0.5302	0.8306	0.6375	0.6107	0.8071	0.4871	0.6052	0.2083
PSG2	0.6399	0.4381	0.5898	0.5244	1.0384	0.5328	1.296	1.1476	1.3506	0.9072	0.1846	1.5616	0.3232	0.6086	0.4556	0.9624	0.9876	0.7113	0.9426	0.6917
PSG3	0.1596	0.2733	0.2973	0.3587	0.5426	0.1926	0.4295	1.4241	0.2475	0.4065	0.2343	1.2448	0.1198	0.6177	0.5754	0.1945	0.4779	0.4182	0.4212	0.2317
PSG4	0.2065	0.11	0.1982	0.1059	0.3685	0.0866	0.9614	2.044	1.0272	0.1982	0.2112	1.2554	0.0733	0.2841	0.2325	0.4497	0.4545	0.2718	0.1117	0.6362
PSG5	0.3693	0.4371	0.5781	0.5744	0.9207	0.4057	1.239	1.4641	0.737	0.5755	0.8105	1.4687	0.6796	0.8728	0.7544	0.4706	1.0636	0.5212	0.4076	1.0353
PSG6	0.1432	0.065	0.0655	0.1921	0.3415	0.155	1.5118	2.5413	0.4139	0.1284	1.0163	2.4212	0.2341	0.3198	0.2749	0.0917	0.1009	0.3355	0.1786	0.5704
PSG7	0.2301	0.1122	0.2818	0.3488	0.2773	0.2703	0.6063	0.778	0.4796	0.511	0.2625	1.6384	0.2678	0.381	0.5393	0.3514	0.4613	0.5101	0.4471	0.1786
PSG8	0.0581	0.0392	0.0554	0.0608	0.1403	0.0541	0.345	1.9517	0.3195	0.0603	0.0999	2.1611	0.0797	0.1792	0.1368	0.9116	0.2355	0.1333	0.0697	0.1132
PSG9	0.118	0.0544	0.0824	0.1591	0.4003	0.1055	0.2027	1.0952	0.0096	0.1157	0.0897	1.5131	0.1065	0.3375	0.0663	0.3756	0.2916	0.1966	0.1043	0.1284
